Attendance,Away,Date,Day,Home,Score,Time,Venue,Half_time,year
"47,347",Sampdoria,2018-10-28,Sun,AC Milan,3-2,18:00,Stadio Giuseppe Meazza,(2-2),2018
"58,572",Sampdoria,2020-01-06,Mon,AC Milan,0-0,15:00,Stadio Giuseppe Meazza,(0-0),2020
,Sampdoria,2021-04-03,Sat,AC Milan,1-1,12:30,Stadio Giuseppe Meazza,(0-0),2021
"35,710",Sampdoria,2022-02-13,Sun,AC Milan,1-0,12:30,Stadio Giuseppe Meazza,(1-0),2022
"37,582",Sampdoria,2018-11-11,Sun,AS Roma,4-1,15:00,Stadio Olimpico,(1-0),2018
,Sampdoria,2020-06-24,Wed,AS Roma,2-1,21:45,Stadio Olimpico,(0-1),2020
,Sampdoria,2021-01-03,Sun,AS Roma,1-0,15:00,Stadio Olimpico,(0-0),2021
"49,400",Sampdoria,2021-12-22,Wed,AS Roma,1-1,18:30,Stadio Olimpico,(0-0),2021
"19,164",Sampdoria,2018-10-07,Sun,Atalanta,0-1,15:00,Stadio Atleti Azzurri d'Italia,(0-0),2018
,Sampdoria,2020-07-08,Wed,Atalanta,2-0,21:45,Stadio Atleti Azzurri d'Italia,(0-0),2020
"1,000",Sampdoria,2020-10-24,Sat,Atalanta,1-3,15:00,Stadio Atleti Azzurri d'Italia,(0-1),2020
"10,245",Sampdoria,2022-02-28,Mon,Atalanta,4-0,20:50,Stadio Atleti Azzurri d'Italia,(2-0),2022
,Sampdoria,2021-02-07,Sun,Benevento,1-1,12:30,Stadio Ciro Vigorito,(0-0),2021
"21,391",Sampdoria,2019-04-20,Sat,Bologna,3-0,15:00,Stadio Renato Dall'Ara,(0-0),2019
"24,099",Sampdoria,2019-10-27,Sun,Bologna,2-1,12:30,Stadio Renato Dall'Ara,(0-0),2019
,Sampdoria,2021-03-14,Sun,Bologna,3-1,12:30,Stadio Renato Dall'Ara,(2-1),2021
"15,783",Sampdoria,2022-04-11,Mon,Bologna,2-0,20:45,Stadio Renato Dall'Ara,(0-0),2022
,Sampdoria,2020-08-01,Sat,Brescia,1-1,18:00,Stadio Mario Rigamonti,(0-1),2020
"14,038",Sampdoria,2018-09-26,Wed,Cagliari,0-0,21:00,Sardegna Arena,(0-0),2018
"15,658",Sampdoria,2019-12-02,Mon,Cagliari,4-3,20:45,Sardegna Arena,(0-1),2019
,Sampdoria,2020-11-07,Sat,Cagliari,2-0,15:00,Sardegna Arena,(0-0),2020
"9,923",Sampdoria,2021-10-17,Sun,Cagliari,3-1,12:30,Unipol Domus,(1-0),2021
"10,000",Sampdoria,2019-05-19,Sun,Chievo,0-0,12:30,Stadio Marc'Antonio Bentegodi,(0-0),2019
,Sampdoria,2021-04-21,Wed,Crotone,0-1,20:45,Stadio Ezio Scida,(0-0),2021
"8,815",Sampdoria,2018-12-22,Sat,Empoli,2-4,15:00,Stadio Carlo Castellani,(1-1),2018
"3,064",Sampdoria,2021-09-19,Sun,Empoli,0-3,12:30,Stadio Carlo Castellani,(0-1),2021
"27,844",Sampdoria,2019-01-20,Sun,Fiorentina,3-3,15:00,Stadio Artemio Franchi,(1-1),2019
"33,469",Sampdoria,2019-09-25,Wed,Fiorentina,2-1,21:00,Stadio Artemio Franchi,(1-0),2019
"1,000",Sampdoria,2020-10-02,Fri,Fiorentina,1-2,20:45,Stadio Artemio Franchi,(0-1),2020
"17,913",Sampdoria,2021-11-30,Tue,Fiorentina,3-1,18:30,Stadio Artemio Franchi,(3-1),2021
"12,502",Sampdoria,2018-09-15,Sat,Frosinone,0-5,20:30,Stadio Benito Stirpe,(0-1),2018
"31,756",Sampdoria,2018-11-25,Sun,Genoa,1-1,20:30,Stadio Comunale Luigi Ferraris,(1-1),2018
"30,658",Sampdoria,2019-12-14,Sat,Genoa,0-1,20:45,Stadio Comunale Luigi Ferraris,(0-0),2019
,Sampdoria,2021-03-03,Wed,Genoa,1-1,20:45,Stadio Comunale Luigi Ferraris,(0-0),2021
,Sampdoria,2021-12-10,Fri,Genoa,1-3,20:45,Stadio Comunale Luigi Ferraris,(0-1),2021
"17,787",Sampdoria,2019-10-05,Sat,Hellas Verona,2-0,18:00,Stadio Marc'Antonio Bentegodi,(1-0),2019
,Sampdoria,2020-12-16,Wed,Hellas Verona,1-2,20:45,Stadio Marc'Antonio Bentegodi,(0-1),2020
"16,188",Sampdoria,2022-04-23,Sat,Hellas Verona,1-1,20:45,Stadio Marc'Antonio Bentegodi,(0-1),2022
"16,675",Sampdoria,2022-09-04,Sun,Hellas Verona,2-1,18:00,Stadio Marc'Antonio Bentegodi,(2-1),2022
"55,127",Sampdoria,2019-02-17,Sun,Inter Milan,2-1,18:00,Stadio Giuseppe Meazza,(0-0),2019
,Sampdoria,2020-06-21,Sun,Inter Milan,2-1,21:45,Stadio Giuseppe Meazza,(2-0),2020
,Sampdoria,2021-05-08,Sat,Inter Milan,5-1,18:00,Stadio Giuseppe Meazza,(3-1),2021
"71,109",Sampdoria,2022-05-22,Sun,Inter Milan,3-0,18:00,Stadio Giuseppe Meazza,(0-0),2022
"40,641",Sampdoria,2018-12-29,Sat,Juventus,2-1,12:30,Allianz Stadium,(1-1),2018
,Sampdoria,2020-07-26,Sun,Juventus,2-0,21:45,Allianz Stadium,(1-0),2020
"1,000",Sampdoria,2020-09-20,Sun,Juventus,3-0,20:45,Allianz Stadium,(1-0),2020
"15,381",Sampdoria,2021-09-26,Sun,Juventus,3-2,12:30,Allianz Stadium,(2-1),2021
"28,000",Sampdoria,2018-12-08,Sat,Lazio,2-2,20:30,Stadio Olimpico,(0-1),2018
"30,000",Sampdoria,2020-01-18,Sat,Lazio,5-1,15:00,Stadio Olimpico,(3-0),2020
,Sampdoria,2021-02-20,Sat,Lazio,1-0,15:00,Stadio Olimpico,(1-0),2021
"31,000",Sampdoria,2022-05-07,Sat,Lazio,2-0,20:45,Stadio Olimpico,(1-0),2022
,Sampdoria,2020-07-01,Wed,Lecce,1-2,21:45,Stadio Comunale Via Del Mare,(0-1),2020
"19,455",Sampdoria,2019-02-02,Sat,Napoli,3-0,18:00,Stadio San Paolo,(2-0),2019
"40,000",Sampdoria,2019-09-14,Sat,Napoli,2-0,18:00,Stadio San Paolo,(1-0),2019
,Sampdoria,2020-12-13,Sun,Napoli,2-1,15:00,Stadio Diego Armando Maradona,(0-1),2020
"9,000",Sampdoria,2022-01-09,Sun,Napoli,1-0,16:30,Stadio Diego Armando Maradona,(1-0),2022
"16,992",Sampdoria,2019-05-05,Sun,Parma,3-3,15:00,Stadio Ennio Tardini,(1-2),2019
,Sampdoria,2020-07-19,Sun,Parma,2-3,17:15,Stadio Ennio Tardini,(2-0),2020
,Sampdoria,2021-01-24,Sun,Parma,0-2,20:45,Stadio Ennio Tardini,(0-2),2021
"12,731",Sampdoria,2019-03-03,Sun,SPAL,1-2,15:00,Stadio Paolo Mazza,(0-2),2019
"11,617",Sampdoria,2019-11-04,Mon,SPAL,0-1,20:45,Stadio Paolo Mazza,(0-0),2019
"11,849",Sampdoria,2021-11-21,Sun,Salernitana,0-2,15:00,Stadio Arechi,(0-2),2021
"19,116",Sampdoria,2022-08-28,Sun,Salernitana,4-0,18:30,Stadio Arechi,(2-0),2022
"11,193",Sampdoria,2019-03-16,Sat,Sassuolo,3-5,15:00,Stadio Città del Tricolore,(1-3),2019
"9,608",Sampdoria,2019-09-01,Sun,Sassuolo,4-1,20:45,Mapei Stadium - Città del Tricolore,(3-0),2019
,Sampdoria,2021-04-24,Sat,Sassuolo,1-0,20:45,Mapei Stadium - Città del Tricolore,(0-0),2021
"3,309",Sampdoria,2021-08-29,Sun,Sassuolo,0-0,18:30,Mapei Stadium - Città del Tricolore,(0-0),2021
,Sampdoria,2021-01-11,Mon,Spezia,2-1,20:45,Stadio Dino Manuzzi,(1-1),2021
"5,000",Sampdoria,2022-01-23,Sun,Spezia,1-0,15:00,Stadio Alberto Picco,(0-0),2022
"10,000",Sampdoria,2022-09-17,Sat,Spezia,2-1,18:00,Stadio Alberto Picco,(1-1),2022
"22,618",Sampdoria,2019-04-03,Wed,Torino,2-1,21:00,Stadio Olimpico di Torino,(2-0),2019
"20,664",Sampdoria,2020-02-08,Sat,Torino,1-3,18:00,Stadio Olimpico di Torino,(0-0),2020
,Sampdoria,2020-11-30,Mon,Torino,2-2,18:30,Stadio Olimpico di Torino,(1-0),2020
"13,137",Sampdoria,2021-10-30,Sat,Torino,3-0,20:45,Stadio Olimpico di Torino,(1-0),2021
"15,770",Sampdoria,2018-08-26,Sun,Udinese,1-0,20:30,Dacia Arena,(1-0),2018
,Sampdoria,2020-07-12,Sun,Udinese,1-3,19:30,Dacia Arena,(1-1),2020
,Sampdoria,2021-05-16,Sun,Udinese,0-1,15:00,Dacia Arena,(0-0),2021
"12,405",Sampdoria,2022-03-05,Sat,Udinese,2-1,15:00,Dacia Arena,(2-1),2022
"7,591",Sampdoria,2022-03-20,Sun,Venezia,0-2,12:30,Stadio Pierluigi Penzo ,(0-2),2022
"61,462",Sassuolo,2019-03-02,Sat,AC Milan,1-0,18:00,Stadio Giuseppe Meazza,(1-0),2019
"58,005",Sassuolo,2019-12-15,Sun,AC Milan,0-0,15:00,Stadio Giuseppe Meazza,(0-0),2019
,Sassuolo,2021-04-21,Wed,AC Milan,1-2,18:30,Stadio Giuseppe Meazza,(1-0),2021
"52,824",Sassuolo,2021-11-28,Sun,AC Milan,1-3,15:00,Stadio Giuseppe Meazza,(1-2),2021
"35,893",Sassuolo,2018-12-26,Wed,AS Roma,3-1,18:00,Stadio Olimpico,(2-0),2018
"34,407",Sassuolo,2019-09-15,Sun,AS Roma,4-2,18:00,Stadio Olimpico,(4-0),2019
,Sassuolo,2020-12-06,Sun,AS Roma,0-0,15:00,Stadio Olimpico,(0-0),2020
"29,604",Sassuolo,2021-09-12,Sun,AS Roma,2-1,20:45,Stadio Olimpico,(1-0),2021
"14,376",Sassuolo,2019-05-26,Sun,Atalanta,3-1,20:30,Stadio Atleti Azzurri d'Italia,(1-1),2019
,Sassuolo,2020-06-21,Sun,Atalanta,4-1,19:30,Stadio Atleti Azzurri d'Italia,(3-0),2020
,Sassuolo,2021-01-03,Sun,Atalanta,5-1,15:00,Stadio Atleti Azzurri d'Italia,(2-0),2021
"7,353",Sassuolo,2021-09-21,Tue,Atalanta,2-1,20:45,Stadio Atleti Azzurri d'Italia,(2-1),2021
,Sassuolo,2021-04-12,Mon,Benevento,0-1,20:45,Stadio Ciro Vigorito,(0-1),2021
"23,551",Sassuolo,2019-03-31,Sun,Bologna,2-1,18:00,Stadio Renato Dall'Ara,(0-0),2019
,Sassuolo,2020-07-08,Wed,Bologna,1-2,21:45,Stadio Renato Dall'Ara,(0-1),2020
"1,000",Sassuolo,2020-10-18,Sun,Bologna,3-4,12:30,Stadio Renato Dall'Ara,(2-1),2020
"19,794",Sassuolo,2022-05-15,Sun,Bologna,1-3,12:30,Stadio Renato Dall'Ara,(0-1),2022
"14,574",Sassuolo,2019-12-18,Wed,Brescia,0-2,20:45,Stadio Mario Rigamonti,(0-1),2019
"14,432",Sassuolo,2018-08-26,Sun,Cagliari,2-2,20:30,Sardegna Arena,(1-0),2018
,Sassuolo,2020-07-18,Sat,Cagliari,1-1,19:30,Sardegna Arena,(0-1),2020
,Sassuolo,2021-01-31,Sun,Cagliari,1-1,15:00,Sardegna Arena,(0-0),2021
"14,689",Sassuolo,2022-04-16,Sat,Cagliari,1-0,12:30,Unipol Domus,(1-0),2022
"8,100",Sassuolo,2018-11-04,Sun,Chievo,0-2,15:00,Stadio Marc'Antonio Bentegodi,(0-1),2018
"9,105",Sassuolo,2022-09-04,Sun,Cremonese,0-0,12:30,Stadio Giovanni Zini,(0-0),2022
,Sassuolo,2021-02-14,Sun,Crotone,1-2,18:00,Stadio Ezio Scida,(1-1),2021
"7,202",Sassuolo,2019-02-17,Sun,Empoli,3-0,15:00,Stadio Carlo Castellani,(2-0),2019
"4,081",Sassuolo,2022-01-09,Sun,Empoli,1-5,14:30,Stadio Carlo Castellani,(1-2),2022
"25,567",Sassuolo,2019-04-29,Mon,Fiorentina,0-1,21:00,Stadio Artemio Franchi,(0-1),2019
,Sassuolo,2020-07-01,Wed,Fiorentina,1-3,21:45,Stadio Artemio Franchi,(0-2),2020
,Sassuolo,2020-12-16,Wed,Fiorentina,1-1,20:45,Stadio Artemio Franchi,(1-1),2020
"21,514",Sassuolo,2021-12-19,Sun,Fiorentina,2-2,12:30,Stadio Artemio Franchi,(0-2),2021
"12,000",Sassuolo,2018-12-16,Sun,Frosinone,0-2,15:00,Stadio Benito Stirpe,(0-1),2018
"18,927",Sassuolo,2019-02-03,Sun,Genoa,1-1,15:00,Stadio Comunale Luigi Ferraris,(1-1),2019
"21,033",Sassuolo,2020-01-05,Sun,Genoa,2-1,18:00,Stadio Comunale Luigi Ferraris,(1-1),2020
,Sassuolo,2021-05-09,Sun,Genoa,1-2,12:30,Stadio Comunale Luigi Ferraris,(0-1),2021
"10,370",Sassuolo,2021-10-17,Sun,Genoa,2-2,15:00,Stadio Comunale Luigi Ferraris,(1-2),2021
"11,453",Sassuolo,2019-10-25,Fri,Hellas Verona,0-1,20:45,Stadio Marc'Antonio Bentegodi,(0-0),2019
,Sassuolo,2020-11-22,Sun,Hellas Verona,0-2,15:00,Stadio Marc'Antonio Bentegodi,(0-1),2020
"5,448",Sassuolo,2021-08-21,Sat,Hellas Verona,2-3,18:30,Stadio Marc'Antonio Bentegodi,(0-1),2021
"11,000",Sassuolo,2019-01-19,Sat,Inter Milan,0-0,20:30,Stadio Giuseppe Meazza,(0-0),2019
,Sassuolo,2020-06-24,Wed,Inter Milan,3-3,19:30,Stadio Giuseppe Meazza,(2-1),2020
,Sassuolo,2021-04-07,Wed,Inter Milan,2-1,18:45,Stadio Giuseppe Meazza,(1-0),2021
"28,324",Sassuolo,2022-02-20,Sun,Inter Milan,0-2,18:00,Stadio Giuseppe Meazza,(0-2),2022
"40,563",Sassuolo,2018-09-16,Sun,Juventus,2-1,15:00,Allianz Stadium,(0-0),2018
"40,597",Sassuolo,2019-12-01,Sun,Juventus,2-2,12:30,Allianz Stadium,(1-1),2019
,Sassuolo,2021-01-10,Sun,Juventus,3-1,20:45,Allianz Stadium,(0-0),2021
"18,288",Sassuolo,2021-10-27,Wed,Juventus,1-2,18:30,Allianz Stadium,(0-1),2021
"38,725",Sassuolo,2022-08-15,Mon,Juventus,3-0,20:45,Allianz Stadium,(2-0),2022
"37,487",Sassuolo,2019-04-07,Sun,Lazio,2-2,18:00,Stadio Olimpico,(0-0),2019
,Sassuolo,2020-07-11,Sat,Lazio,1-2,17:15,Stadio Olimpico,(1-0),2020
,Sassuolo,2021-01-24,Sun,Lazio,2-1,18:00,Stadio Olimpico,(1-1),2021
"15,000",Sassuolo,2022-04-02,Sat,Lazio,2-1,18:00,Stadio Olimpico,(1-0),2022
"22,087",Sassuolo,2019-11-03,Sun,Lecce,2-2,15:00,Stadio Comunale Via Del Mare,(2-1),2019
"29,647",Sassuolo,2018-10-07,Sun,Napoli,2-0,18:00,Stadio San Paolo,(1-0),2018
,Sassuolo,2020-07-25,Sat,Napoli,2-0,21:45,Stadio San Paolo,(1-0),2020
,Sassuolo,2020-11-01,Sun,Napoli,0-2,18:00,Stadio Diego Armando Maradona,(0-0),2020
"20,000",Sassuolo,2022-04-30,Sat,Napoli,6-1,15:00,Stadio Diego Armando Maradona,(4-0),2022
"14,354",Sassuolo,2018-11-25,Sun,Parma,2-1,12:30,Stadio Ennio Tardini,(2-1),2018
"14,569",Sassuolo,2019-09-25,Wed,Parma,1-0,21:00,Stadio Ennio Tardini,(0-0),2019
,Sassuolo,2021-05-16,Sun,Parma,1-3,18:00,Stadio Ennio Tardini,(1-1),2021
"13,945",Sassuolo,2018-09-27,Thu,SPAL,0-2,19:00,Stadio Paolo Mazza,(0-0),2018
"12,988",Sassuolo,2020-02-09,Sun,SPAL,1-2,12:30,Stadio Paolo Mazza,(1-0),2020
"10,249",Sassuolo,2022-03-12,Sat,Salernitana,2-2,15:00,Stadio Arechi,(1-2),2022
"19,064",Sassuolo,2018-10-22,Mon,Sampdoria,0-0,20:30,Stadio Comunale Luigi Ferraris,(0-0),2018
"19,260",Sassuolo,2020-01-26,Sun,Sampdoria,0-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2020
,Sassuolo,2020-12-23,Wed,Sampdoria,2-3,20:45,Stadio Comunale Luigi Ferraris,(0-1),2020
"6,232",Sassuolo,2022-02-06,Sun,Sampdoria,4-0,15:00,Stadio Comunale Luigi Ferraris,(2-0),2022
"1,000",Sassuolo,2020-09-27,Sun,Spezia,1-4,12:30,Stadio Dino Manuzzi,(1-1),2020
"4,987",Sassuolo,2021-12-05,Sun,Spezia,2-2,15:00,Stadio Alberto Picco,(1-0),2021
"6,500",Sassuolo,2022-08-27,Sat,Spezia,2-2,20:45,Stadio Alberto Picco,(2-1),2022
"25,360",Sassuolo,2019-05-12,Sun,Torino,3-2,12:30,Stadio Olimpico di Torino,(0-1),2019
"16,536",Sassuolo,2019-08-25,Sun,Torino,2-1,20:45,Stadio Olimpico di Torino,(1-0),2019
,Sassuolo,2021-03-17,Wed,Torino,3-2,15:00,Stadio Olimpico di Torino,(0-2),2021
"5,000",Sassuolo,2022-01-23,Sun,Torino,1-1,15:00,Stadio Olimpico di Torino,(1-0),2022
"14,822",Sassuolo,2022-09-17,Sat,Torino,0-1,20:45,Stadio Olimpico di Torino,(0-0),2022
"21,000",Sassuolo,2019-04-20,Sat,Udinese,1-1,15:00,Dacia Arena,(0-1),2019
"21,731",Sassuolo,2020-01-12,Sun,Udinese,3-0,12:30,Dacia Arena,(1-0),2020
,Sassuolo,2021-03-06,Sat,Udinese,2-0,18:00,Dacia Arena,(1-0),2021
"8,322",Sassuolo,2021-11-07,Sun,Udinese,3-2,15:00,Dacia Arena,(2-2),2021
"5,732",Sassuolo,2022-03-06,Sun,Venezia,1-4,15:00,Stadio Pierluigi Penzo ,(1-3),2022
"1,000",Spezia,2020-10-04,Sun,AC Milan,3-0,18:00,Stadio Giuseppe Meazza,(0-0),2020
"5,000",Spezia,2022-01-17,Mon,AC Milan,1-2,18:30,Stadio Giuseppe Meazza,(1-0),2022
,Spezia,2021-01-23,Sat,AS Roma,4-3,15:00,Stadio Olimpico,(1-1),2021
"44,844",Spezia,2021-12-13,Mon,AS Roma,2-0,20:45,Stadio Olimpico,(1-0),2021
,Spezia,2021-03-12,Fri,Atalanta,3-1,20:45,Stadio Atleti Azzurri d'Italia,(0-0),2021
"10,744",Spezia,2021-11-20,Sat,Atalanta,5-2,15:00,Stadio Atleti Azzurri d'Italia,(3-1),2021
,Spezia,2020-11-07,Sat,Benevento,0-3,18:00,Stadio Ciro Vigorito,(0-1),2020
,Spezia,2021-04-18,Sun,Bologna,4-1,15:00,Stadio Renato Dall'Ara,(2-1),2021
"12,050",Spezia,2022-02-21,Mon,Bologna,2-1,21:00,Stadio Renato Dall'Ara,(1-1),2022
,Spezia,2020-11-29,Sun,Cagliari,2-2,18:00,Sardegna Arena,(0-1),2020
"5,387",Spezia,2021-08-23,Mon,Cagliari,2-2,18:30,Unipol Domus,(0-1),2021
,Spezia,2020-12-12,Sat,Crotone,4-1,15:00,Stadio Ezio Scida,(1-1),2020
"5,265",Spezia,2022-04-09,Sat,Empoli,0-0,15:00,Stadio Carlo Castellani,(0-0),2022
,Spezia,2021-02-19,Fri,Fiorentina,3-0,18:30,Stadio Artemio Franchi,(0-0),2021
"19,511",Spezia,2021-10-31,Sun,Fiorentina,3-0,15:00,Stadio Artemio Franchi,(1-0),2021
,Spezia,2021-04-24,Sat,Genoa,2-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2021
"8,000",Spezia,2022-01-09,Sun,Genoa,0-1,18:30,Stadio Comunale Luigi Ferraris,(0-1),2022
,Spezia,2021-05-01,Sat,Hellas Verona,1-1,15:00,Stadio Marc'Antonio Bentegodi,(0-0),2021
"8,398",Spezia,2021-10-03,Sun,Hellas Verona,4-0,15:00,Stadio Marc'Antonio Bentegodi,(3-0),2021
,Spezia,2020-12-20,Sun,Inter Milan,2-1,15:00,Stadio Giuseppe Meazza,(0-0),2020
"30,076",Spezia,2021-12-01,Wed,Inter Milan,2-0,18:30,Stadio Giuseppe Meazza,(1-0),2021
"71,212",Spezia,2022-08-20,Sat,Inter Milan,3-0,20:45,Stadio Giuseppe Meazza,(1-0),2022
,Spezia,2021-03-02,Tue,Juventus,3-0,20:45,Allianz Stadium,(0-0),2021
"26,475",Spezia,2022-03-06,Sun,Juventus,1-0,18:00,Allianz Stadium,(1-0),2022
"35,709",Spezia,2022-08-31,Wed,Juventus,2-0,20:45,Allianz Stadium,(1-0),2022
,Spezia,2021-04-03,Sat,Lazio,2-1,15:00,Stadio Olimpico,(0-0),2021
"20,000",Spezia,2021-08-28,Sat,Lazio,6-1,18:30,Stadio Olimpico,(3-1),2021
"41,000",Spezia,2022-10-02,Sun,Lazio,4-0,12:30,Stadio Olimpico,(2-0),2022
,Spezia,2021-01-06,Wed,Napoli,1-2,18:00,Stadio Diego Armando Maradona,(0-0),2021
"25,000",Spezia,2021-12-22,Wed,Napoli,0-1,20:45,Stadio Diego Armando Maradona,(0-1),2021
"32,839",Spezia,2022-09-10,Sat,Napoli,1-0,15:00,Stadio Diego Armando Maradona,(0-0),2022
"1,000",Spezia,2020-10-25,Sun,Parma,2-2,15:00,Stadio Ennio Tardini,(1-2),2020
"10,668",Spezia,2022-02-07,Mon,Salernitana,2-2,20:45,Stadio Arechi,(2-2),2022
,Spezia,2021-05-12,Wed,Sampdoria,2-2,20:45,Stadio Comunale Luigi Ferraris,(1-1),2021
"7,493",Spezia,2021-10-22,Fri,Sampdoria,2-1,20:45,Stadio Comunale Luigi Ferraris,(2-0),2021
,Spezia,2021-02-06,Sat,Sassuolo,1-2,15:00,Mapei Stadium - Città del Tricolore,(1-1),2021
"6,130",Spezia,2022-03-18,Fri,Sassuolo,4-1,18:45,Mapei Stadium - Città del Tricolore,(1-1),2022
,Spezia,2021-01-16,Sat,Torino,0-0,18:00,Stadio Olimpico di Torino,(0-0),2021
"8,333",Spezia,2022-04-23,Sat,Torino,2-1,15:00,Stadio Olimpico di Torino,(1-0),2022
"1,000",Spezia,2020-09-30,Wed,Udinese,0-2,18:00,Dacia Arena,(0-1),2020
"20,950",Spezia,2022-05-14,Sat,Udinese,2-3,18:00,Dacia Arena,(1-2),2022
"3,688",Spezia,2021-09-19,Sun,Venezia,1-2,15:00,Stadio Pierluigi Penzo ,(0-1),2021
"44,572",Torino,2018-12-09,Sun,AC Milan,0-0,20:30,Stadio Giuseppe Meazza,(0-0),2018
"46,114",Torino,2020-02-17,Mon,AC Milan,1-0,20:45,Stadio Giuseppe Meazza,(1-0),2020
,Torino,2021-01-09,Sat,AC Milan,2-0,20:45,Stadio Giuseppe Meazza,(2-0),2021
"35,929",Torino,2021-10-26,Tue,AC Milan,1-0,20:45,Stadio Giuseppe Meazza,(1-0),2021
"32,978",Torino,2019-01-19,Sat,AS Roma,3-2,15:00,Stadio Olimpico,(2-0),2019
"38,954",Torino,2020-01-05,Sun,AS Roma,0-2,20:45,Stadio Olimpico,(0-1),2020
,Torino,2020-12-17,Thu,AS Roma,3-1,20:45,Stadio Olimpico,(2-0),2020
"46,728",Torino,2021-11-28,Sun,AS Roma,1-0,18:00,Stadio Olimpico,(1-0),2021
"18,144",Torino,2018-09-26,Wed,Atalanta,0-0,21:00,Stadio Atleti Azzurri d'Italia,(0-0),2018
"8,182",Torino,2019-09-01,Sun,Atalanta,2-3,20:45,Stadio Ennio Tardini,(1-1),2019
,Torino,2021-02-06,Sat,Atalanta,3-3,15:00,Stadio Atleti Azzurri d'Italia,(3-2),2021
,Torino,2022-04-27,Wed,Atalanta,4-4,20:15,Stadio Atleti Azzurri d'Italia,(2-2),2022
"17,928",Torino,2022-09-01,Thu,Atalanta,3-1,20:45,Gewiss Stadium,(1-0),2022
,Torino,2021-01-22,Fri,Benevento,2-2,20:45,Stadio Ciro Vigorito,(1-0),2021
"23,245",Torino,2018-10-21,Sun,Bologna,2-2,15:00,Stadio Renato Dall'Ara,(0-1),2018
,Torino,2020-08-02,Sun,Bologna,1-1,20:45,Stadio Renato Dall'Ara,(1-0),2020
,Torino,2021-04-21,Wed,Bologna,1-1,20:45,Stadio Renato Dall'Ara,(1-0),2021
"17,575",Torino,2022-03-06,Sun,Bologna,0-0,15:00,Stadio Renato Dall'Ara,(0-0),2022
"13,500",Torino,2019-11-09,Sat,Brescia,0-4,15:00,Stadio Mario Rigamonti,(0-2),2019
"15,804",Torino,2018-11-26,Mon,Cagliari,0-0,20:30,Sardegna Arena,(0-0),2018
,Torino,2020-06-27,Sat,Cagliari,4-2,19:30,Sardegna Arena,(2-0),2020
,Torino,2021-02-19,Fri,Cagliari,0-1,20:45,Sardegna Arena,(0-0),2021
"8,799",Torino,2021-12-06,Mon,Cagliari,1-1,20:45,Unipol Domus,(0-1),2021
"10,500",Torino,2018-09-30,Sun,Chievo,0-1,15:00,Stadio Marc'Antonio Bentegodi,(0-0),2018
"11,572",Torino,2022-08-27,Sat,Cremonese,1-2,18:30,Stadio Giovanni Zini,(0-1),2022
,Torino,2021-03-07,Sun,Crotone,4-2,15:00,Stadio Ezio Scida,(1-1),2021
"10,344",Torino,2019-05-19,Sun,Empoli,4-1,15:00,Stadio Carlo Castellani,(1-0),2019
"8,416",Torino,2022-05-01,Sun,Empoli,1-3,15:00,Stadio Carlo Castellani,(0-0),2022
"36,707",Torino,2019-03-31,Sun,Fiorentina,1-1,15:00,Stadio Artemio Franchi,(1-1),2019
,Torino,2020-07-19,Sun,Fiorentina,2-0,19:30,Stadio Artemio Franchi,(1-0),2020
,Torino,2020-09-19,Sat,Fiorentina,1-0,18:00,Stadio Artemio Franchi,(0-0),2020
"12,592",Torino,2021-08-28,Sat,Fiorentina,2-1,20:45,Stadio Artemio Franchi,(1-0),2021
"14,165",Torino,2019-03-10,Sun,Frosinone,1-2,15:00,Stadio Benito Stirpe,(1-0),2019
"8,000",Torino,2019-04-20,Sat,Genoa,0-1,15:00,Stadio Comunale Luigi Ferraris,(0-0),2019
"20,000",Torino,2019-11-30,Sat,Genoa,0-1,18:00,Stadio Comunale Luigi Ferraris,(0-0),2019
,Torino,2020-11-04,Wed,Genoa,1-2,17:00,Stadio Comunale Luigi Ferraris,(0-2),2020
"14,961",Torino,2022-03-18,Fri,Genoa,1-0,21:00,Stadio Comunale Luigi Ferraris,(1-0),2022
"14,612",Torino,2019-12-15,Sun,Hellas Verona,3-3,12:30,Stadio Marc'Antonio Bentegodi,(0-1),2019
,Torino,2021-05-09,Sun,Hellas Verona,1-1,15:00,Stadio Marc'Antonio Bentegodi,(0-0),2021
"24,001",Torino,2022-05-14,Sat,Hellas Verona,0-1,18:00,Stadio Marc'Antonio Bentegodi,(0-1),2022
"59,135",Torino,2018-08-26,Sun,Inter Milan,2-2,20:30,Stadio Giuseppe Meazza,(2-0),2018
,Torino,2020-07-13,Mon,Inter Milan,3-1,21:45,Stadio Giuseppe Meazza,(0-1),2020
,Torino,2020-11-22,Sun,Inter Milan,4-2,15:00,Stadio Giuseppe Meazza,(0-1),2020
"41,413",Torino,2021-12-22,Wed,Inter Milan,1-0,18:30,Stadio Giuseppe Meazza,(1-0),2021
"69,134",Torino,2022-09-10,Sat,Inter Milan,1-0,18:00,Stadio Giuseppe Meazza,(0-0),2022
"38,530",Torino,2019-05-03,Fri,Juventus,1-1,20:30,Allianz Stadium,(0-1),2019
,Torino,2020-07-04,Sat,Juventus,4-1,17:15,Allianz Stadium,(2-1),2020
,Torino,2020-12-05,Sat,Juventus,2-1,18:00,Allianz Stadium,(0-1),2020
